numero_dpe;cout_total_5_usages_energie_n1;cout_chauffage_energie_n1;cout_ecs_energie_n1;cout_total_5_usages_energie_n2;cout_chauffage_energie_n2;cout_ecs_energie_n2;cout_total_5_usages energie_n3;cout_chauffage_energie_n3;cout_ecs_energie_n3;cout_total_5_usages;cout_chauffage;cout_ecs;cout_refroidissement;cout_eclairage;cout_auxiliaires
"Girot""";;;;;;;;;;;;;;;
2138N0773523S;;;;;;;;;;;;;;;
"Rue Gay""";;;;;;;;;;;;;;;
2238N2852643X;361.1;182.4;178.7;149.2;0;0;;;;414.5;182.4;178.7;0;149.2;0
2138N0569544J;528;256;217;;;;;;;528;256;217;0;55;0
2238N0182347F;118.4;29.2;89.2;119.4;0;0;;;;165.8;29.2;89.2;0;119.4;0
2138N0894627O;;;;;;;;;;;;;;;
"Avenue de la Muzelle""";;;;;;;;;;;;;;;
2238N0563797J;513;345;113;;;;;;;513;345;113;0;36;2
2338N4082192H;676;110.8;193.9;;;;;;;402.9;110.8;193.9;0;198.9;172.4
2138N0894524P;;;;;;;;;;;;;;;
"Avenue de la Muzelle""";;;;;;;;;;;;;;;
2238N3111595P;418;221;197;87;3;3;;;;505;224;200;0;53;3
2238N2674213F;723;416;176;;;;;;;723;416;176;0;77;27
2438N1482765J;451.5;278.4;173.1;240.7;79.5;0;;;;587.1;357.9;173.1;0;137;24.2
2238N2785620C;731;501;117;;;;;;;731;501;117;0;67;21
2238N0423316G;325.5;189.1;136.4;181.6;0;0;;;;391.4;189.1;136.4;0;154.4;27.2
2338N4304944R;388;208;180;199;199;0;157;57;0;744;464;180;0;61;14
2238N2339071D;575.6;281.9;102.8;;;;;;;439.6;281.9;102.8;0;179.7;11.2
2338N3901842T;579;268.8;310.2;186.7;0;0;;;;645.9;268.8;310.2;0;164.7;22
2338N0799137Y;462.1;256.7;205.4;175;0;0;;;;523.3;256.7;205.4;0;148.7;26.2
2438N0548878Q;532;362;119;;;;;;;532;362;119;0;37;0
2238N2699736W;371.6;249.7;121.9;200.3;24.1;0;;;;457.6;273.9;121.9;0;148.4;27.8
2238N2649246Y;523.1;170;280.9;523.1;170;280.9;;;;523.1;170;280.9;0;53.4;18.8
2438N0211252A;161.1;35;126.1;132.4;0;0;;;;262.7;35;126.1;0;107.2;25.2
2438N1265713F;416;222;133;;;;;;;416;222;133;0;38;0
2238N1585701J;;;;;;;;;;;;;;;
"Charbinat""";;;;;;;;;;;;;;;
2438N1507681R;497;326.8;170.2;196.7;33.1;0;;;;601.3;359.9;170.2;0;154.5;9.1
2438N1370088Q;255.2;40.2;110;;;;;;;261.4;40.2;110;0;89.2;15.7
2238N0500657X;274.9;127;147.9;122.3;0;0;;;;317.5;127;147.9;0;97.9;24.5
2238N1312835N;518.4;298.7;219.7;242.8;6;6.1;;;;621;304.7;225.7;0;230.8;0
2138N0532024H;561.2;352;209.2;127;8.8;5.4;;;;626.1;360.8;214.6;0;112.8;0
2438N1585921X;;;;;;;;;;;;;;;
"LOT 5""";;;;;;;;;;;;;;;
2238N0580653R;455.4;295;160.4;135.5;0;0;;;;507;295;160.4;0;127;8.5
2238N1217593J;211.1;38.5;172.6;367;112.6;1;;;;578.1;151;173.6;87.3;90.4;75.7
2238N0333029R;321.4;154;167.4;124;0;0;;;;366;154;167.4;0;118.1;5.9
2238N2229243Z;581.4;416.3;165.1;189.9;0;0;;;;657.9;416.3;165.1;0;179.4;10.6
2338N0731876Z;526.5;356.2;104.8;;;;;;;526.5;356.2;104.8;0;41.9;23.6
2138N0895772P;;;;;;;;;;;;;;;
"Avenue de la Muzelle""";;;;;;;;;;;;;;;
2338N0543473S;500;322;105;;;;;;;500;322;105;0;51;3
2238N0156544U;562.3;392.7;111.9;;;;;;;536.4;392.7;111.9;0;31.2;0.7
2338N3061182R;468.8;290.3;110.7;;;;;;;468.8;290.3;110.7;0;40.9;26.9
2238N1018343X;374.5;166.8;207.7;173.7;0;0;;;;434.4;166.8;207.7;0;140.6;33.1
2338N1298679C;330.6;176.8;153.7;101.8;0;0;;;;369.3;176.8;153.7;0;101.8;0
2138N0482793U;314;237.2;76.8;94.2;0;0;;;;379.3;237.2;76.8;0;89.7;4.5
2438N1969515N;405.5;182.8;177.5;405.5;182.8;177.5;;;;405.5;182.8;177.5;0;26.8;18.4
2138N0532050H;661;439;222;142;11;5.8;;;;734.8;450;227.8;0;125.2;0
2238N1270187F;586;389;150;;;;;;;586;389;150;0;35;0
2438N1563570G;410;226;125;;;;;;;410;226;125;0;35;6
2338N1951330B;492;282;136;;;;;;;492;282;136;0;42;13
2238N1717257F;533;358;117;;;;;;;533;358;117;0;42;0
2338N1963918F;133;0;0;;;;;;;48.2;0;0;0;133;0
2138N0858611I;538.1;399.4;138.7;139.1;0;0;;;;600.9;399.4;138.7;0;131.4;7.7
2338N3901847Y;360.5;118.7;241.8;98.4;0;0;;;;395.7;118.7;241.8;0;86.8;11.6
2238N1182311J;194.6;77.4;117.2;105.6;0;0;;;;235.5;77.4;117.2;0;99.7;5.9
2238N2728310W;447;222.1;224.9;243;5.9;5.2;;;;540;228;230.1;0;171.5;60.5
2238N2506921X;328.7;166.2;162.5;133.2;0;0;;;;385.6;166.2;162.5;0;126.2;7
2438N1139003T;;;;;;;;;;;;;;;
Bâtiment D;;;;;;;;;;;;;;;
" 67 avenue de Claix""";;;;;;;;;;;;;;;
2238N1449219B;207.2;68.6;138.5;114.8;0;0;;;;321.8;68.6;138.5;0;108.4;6.4
2338N3420528R;453;268;124;;;;;;;453;268;124;0;40;4
2238N3115170C;181.3;180.3;1;211.1;10.8;200.3;100.4;3.1;0;437.9;194.3;201.3;0;86.5;10.8
2338N3569710L;618.8;377.8;168.8;618.8;377.8;168.8;;;;618.8;377.8;168.8;0;48.2;24.1
2338N2564885I;170.8;84.2;86.6;106.4;0;0;;;;208.6;84.2;86.6;0;94.6;11.8
2338N4094942R;378.4;139.4;239;54.4;10.1;1;;;;432.8;149.5;240;0;27.8;15.6
2338N0576761A;590.3;411;100.9;;;;;;;590.3;411;100.9;0;59.8;18.7
2338N2542446H;514.4;288.3;226.1;214.7;0;0;;;;589.8;288.4;226.1;0;203.4;11.3
2338N2192490L;474.1;288.8;185.3;120.2;0;0;;;;541.5;288.8;185.3;0;120.2;0
2338N2220528V;202.3;84.6;67.7;202.3;84.6;67.7;;;;202.3;84.6;67.7;0;31.5;18.5
2338N1844182Z;392.1;155.9;236.2;40.7;3.2;4.5;;;;432.8;159.1;240.8;0;24.9;8.1
2238N1028550M;276.8;141.9;134.9;133.2;0;0;;;;321.6;141.9;134.9;0;85.3;48
2438N2154480O;306.9;132.2;174.6;198;0;0;;;;374.3;132.2;174.6;0;137.8;60.3
2238N1959319H;;;;;;;;;;;;;;;
LUCIE PELLAT;;;;;;;;;;;;;;;
"210 RUE DES GENERAL DEGAULLE""";;;;;;;;;;;;;;;
2138N0772531O;;;;;;;;;;;;;;;
"Rue Gay""";;;;;;;;;;;;;;;
2338N1847429W;546.4;329.5;216.8;220.8;0;0;;;;620.5;329.5;216.8;0;185.9;34.9
2338N3073324R;406.3;218.5;187.9;161;5;4.5;;;;471.9;223.4;192.3;0;143.1;8.4
2138N0893603E;389;389;0;318;64;164;;;;707;453;164;0;53;7
2238N2849512M;3151;1877;1274;498;38;38;;;;3649;1915;1312;0;307;0
2338N2637990B;663.5;373.2;186.6;;;;;;;663.5;373.2;186.6;0;66.3;37.3
2138N0592966F;214.4;94.2;120.1;216;0;0;;;;292.2;94.2;120.1;0;121.5;94.5
2338N3652860N;469;272;135;;;;;;;469;272;135;0;40;4
2338N0924618D;;;;;;;;;;;;;;;
" Rue De L'eglise""";;;;;;;;;;;;;;;
2238N0541855L;338.2;162;176.2;144.8;0;0;;;;391.9;162;176.2;0;144.8;0
2138N0811970L;597.9;423;108.1;;;;;;;597.9;423;108.1;0;47.7;19.1
2238N0519700I;411.7;143.8;103.2;;;;;;;297.7;143.8;103.2;0;123.6;41.2
2338N2091809C;461.4;290.5;170.9;193.1;0;0;;;;535.1;290.5;170.9;0;162.6;30.5
2238N0449472G;430.8;245.1;185.7;117.7;0;0;;;;472.2;245.1;185.7;0;105.3;12.4
2338N3188846V;706.9;491.6;148.4;;;;;;;706.9;491.6;148.4;0;49.5;17.5
2238N0579073X;296.3;136.2;160.1;148.3;33.7;0;;;;380.8;169.9;160.1;0;114.6;0
2238N1580638Q;;;;;;;;;;;;;;;
"Résidence Gueta""";;;;;;;1190603.8;;;;;;;;
2238N2265101D;168.2;4.9;163.3;224.3;75.6;0;;;;310.1;80.5;163.3;0;113;35.7
2338N2454355E;504;247;182;;;;;;;504;247;182;13;40;4
2238N0650684E;95.6;95.6;0;204;56.5;0;;;;203.4;152.1;0;0;106.2;41.3
2338N4403085I;146.8;146.8;0;429.1;106.7;225.2;;;;575.9;253.5;225.2;0;47.4;49.8
2338N1952082Z;363.4;197.9;165.5;166.6;0;0;;;;419.8;197.9;165.5;0;148.1;18.5
2438N2331261V;179.2;179.2;0;59.7;0.6;15.7;;;;238.9;179.8;15.7;0;25;18.4
2438N1891250I;;;;;;;;;;;;;;;
"LES VILLAS CELESTES""";;;;;;;;;;;;;;;
2138N0773582Z;;;;;;;;;;;;;;;
"Rue Gay""";;;;;;;;;;;;;;;
2238N2291273T;374.6;181.6;193;267.5;46.5;0;;;;495.1;228.1;193;0;147.3;73.7
2338N3247755O;341.7;188.9;152.8;121.9;0;0;;;;393.8;188.9;152.8;0;115.4;6.4
2338N2421992L;530.8;274.1;172.1;;;;;;;530.8;274.1;172.1;0;49.6;35
2238N0978565Z;109.6;0;109.6;277.3;98.3;0;;;;320.3;98.3;109.6;14.3;148.2;16.5
2238N1912895T;449.7;278.9;170.8;149.2;0;0;;;;510.8;278.9;170.8;0;140.4;8.8
2238N1478807B;266;115.8;150.3;162.4;0;0;;;;324.9;115.8;150.3;0;154.3;8.1
2238N0526333L;336.3;161.3;174.9;134.6;0;0;;;;384.5;161.3;174.9;0;134.6;0
2338N1561271U;531.9;348.7;131.9;;;;;;;531.9;348.7;131.9;0;35.8;15.6
2138N0130425E;673;426;151;;;;;;;673;426;151;0;68;4
2238N1146622S;303.4;148.2;155.3;133.8;0;0;;;;350.7;148.2;155.3;0;98.9;34.9
2338N3988110T;398.6;197.1;201.6;164.1;34.8;0;;;;499.6;231.8;201.6;0;129.4;0
2138N0143225M;1342.2;809.2;337.7;1342.2;809.2;337.7;;;;1342.2;809.2;337.7;0;138.4;57
2138N0773386L;409.5;213.5;196.1;224.3;0;0;;;;490.1;213.5;196.1;0;160.2;64.1
2338N1032636R;193.6;72.2;121.4;39.1;1.9;2.3;;;;232.7;74.1;123.7;0;26.3;8.6
2338N0875147K;451.7;295.7;156;131.3;0;0;;;;498.2;295.7;156;0;131.3;0
2338N3682171W;443;279;102;;;;;;;443;279;102;0;40;7
2138N0565861S;397.9;193.6;157.5;397.9;193.6;157.5;;;;397.9;193.6;157.5;0;31.8;15
2438N3951357F;483.3;253.3;230;54.6;4.9;4.8;;;;537.8;258.2;234.8;0;33.5;11.3
2338N2911190T;633;446.9;186.1;276.8;67.3;3;;;;780.8;514.2;189.1;0;182.3;24.3
2238N2597568I;383.3;150.3;233;169.7;0;0;;;;443.8;150.3;233;0;110.9;58.7
2238N0088549P;527;337;109;;;;;;;527;337;109;0;53;9
2238N0987356C;443.6;219.9;165.9;443.6;219.9;165.9;;;;443.6;219.9;165.9;0;40;17.8
2338N2154906X;568.6;295.1;196.8;568.6;295.1;196.8;;;;568.6;295.1;196.8;0;54;22.7
2238N2998757R;488;316;172;86;7;3;;;;574;323;175;0;55;0
2238N2552513L;;;;;;;;;;;;;;;
"Rue de Nantes""";;;;;;;;;;;;;;;
2338N4450834V;204;204;0;439;214;157;;;;643;418;157;0;50;0
2338N2605966J;1121.9;735.4;386.5;377.2;103.7;0;;;;1320.8;839.1;386.5;0;205.1;68.4
2238N0131404W;371.5;190.3;181.3;176.5;0;0;;;;431.7;190.3;181.3;0;150;26.5
2438N0245926Q;620.5;419.2;124.1;;;;;;;620.5;419.2;124.1;0;49.6;27.6
2338N0924547K;;;;;;;;;;;;;;;
" Rue De L'eglise""";;;;;;;;;;;;;;;
2438N0546808A;448.1;264.9;106.5;;;;;;;448.1;264.9;106.5;2.5;47;27.2
2238N3118802U;184.4;183.4;1;215.5;11.1;204.4;103.3;3.2;0;448.3;197.8;205.4;0;83.4;16.7
2238N0408295N;401.5;202.9;198.6;163.5;28.9;5.2;;;;493;231.8;203.8;0;129.4;0
2438N0261058Q;539.5;305;234.5;139.9;0;0;;;;592;305;234.5;0;139.9;0
2238N1314553P;444.8;197.9;246.9;146.9;0;0;;;;496.9;197.9;246.9;0;130.6;16.3
2338N0952191Q;161.8;82.8;79;141.5;0;0;;;;205.2;82.8;79;0;92.3;49.2
2138N0701902B;367.6;163.5;204.1;172.1;0;0;;;;432.2;163.5;204.1;0;172.1;0
2338N3027915E;299.1;129;170.1;173.5;4.7;4.6;;;;379.9;133.7;174.7;0;131.4;32.8
2438N1156666C;416.6;242.3;174.3;156.5;4.5;4.2;;;;475;246.9;178.5;0;132.2;15.6
2238N2322877H;420.9;259.3;161.6;117.7;0;0;;;;462.2;259.3;161.6;0;111.5;6.2
2338N2385343W;517;327;123;;;;;;;517;327;123;0;49;6
2238N2998721H;487.6;249.3;238.3;140.4;4;4.8;;;;543.5;253.3;243.1;0;131.6;0
2238N2855451X;316.5;166.1;150.4;213.9;0;0;;;;391;166.1;150.4;0;181.8;32.1
2238N1113480A;544;332;156;;;;;;;544;332;156;0;39;0
2338N2542429Q;527;299.2;227.8;218.5;0;0;;;;603.7;299.2;227.8;0;207;11.5
2138N0655572D;217.3;85.4;132;253.9;0;0;;;;288.3;85.3;132;0;163.8;90.1
2238N0754553D;124.4;124.4;0;221.9;73.5;0;;;;249.6;197.9;0;0;106.9;41.6
2138N0306946L;;;;;;;;;;;;;;;
"10 Boulevard des Frères Desaire""";;;;;;;;;;;;;;;
2338N2339285K;348.2;98.2;250;106.2;0;0;;;;384.9;98.2;250;0;94.4;11.8
2238N3112556O;226;225.2;0.8;118.9;3.9;0;;;;279;229.1;0.8;0;94.7;20.3
2138N0314764D;720.6;274;376.5;720.6;274;376.5;;;;720.6;274;376.5;0;42.1;28.1
2238N2175917Z;555.4;371.9;116.5;;;;;;;555.4;371.9;116.5;0;47.1;19.8
2438N1346144S;636.3;278.3;118.3;;;;;;;460.5;278.3;118.3;0;194.1;45.7
2238N3240030K;438.8;246;192.8;191.9;4.3;2.7;;;;512.1;250.3;195.5;0;184.9;0
2238N1070655X;144.2;71.4;72.8;59.7;0;0;;;;168.4;71.4;72.8;0;44.8;14.9
2238N0900927X;158;78.3;79.8;65.4;0;0;;;;184.6;78.3;79.8;0;49.1;16.4
2138N0133211I;820;539;162;;;;;;;820;539;162;0;81;14
2138N0666060N;652;450;128;;;;;;;652;450;128;0;43;14
2238N1580928U;;;;;;;;;;;;;;;
"Résidence Gueta""";;;;;;;1190603.8;;;;;;;;
2238N0449463X;751.5;496.2;255.4;263.4;0;0;;;;844.2;496.1;255.4;0;235.7;27.7
2338N0007353S;526.7;299.1;169.6;0;0;0;0;0;0;526.7;299.1;169.6;0;40.2;17.9
2138N0314735A;750.3;291.1;384.6;750.3;291.1;384.6;;;;750.3;291.1;384.6;0;44.7;29.8
2338N4066361K;401.1;169.2;231.9;51;10.2;1;;;;452.1;179.4;232.9;0;26.5;13.3
2438N1139686A;;;;;;;;;;;;;;;
Bâtiment C;;;;;;;;;;;;;;;
"65 avenue de Claix""";;;;;;;1323368.4;;;;;;;;
2238N3030415H;;;;;;;;;;;;;;;
ILOT OUEST;;;;;;;;;;;;;;;
LE GRAND PRE;;;;;;;;;;;;;;;
"ALLEE CHANTOURNES""";;;;;;;;;;;;;;;
2238N2625816U;497;321;119;;;;;;;497;321;119;0;38;5
2238N1008278U;567.8;372.5;195.3;149;14.9;0;;;;633.8;387.4;195.3;0;134.1;0
2238N2641863Z;;;;;;;;;;;;;;;
ZAC Blanche Monier 6 et 8 Rue Joseph François;;;;;;;;;;;;;;;
"Girot""";;;;;;;;;;;;;;;
2238N0455622U;564;387;114;;;;;;;564;387;114;0;35;13
2238N0002582E;;;;;;;;;;;;;;;
"Rue Victor Hugo""";;;;;;;;;;;;;;;
2138N0692266L;559.6;352.6;206.9;182.3;0;0;;;;625.7;352.6;206.9;0;154.9;27.3
2238N0650678Y;96.3;96.3;0;205.3;56.8;0;;;;204.8;153.1;0;0;106.9;41.6
2338N4171582J;;;;;;;;;;;;;;;
"140 Route de Lyon""";;;;;;;1241656.7;;;;;;;;
2238N2628478E;;;;;;;;;;;;;;;
"Rue de Nantes""";;;;;;;;;;;;;;;
2338N2560471O;170.8;84.2;86.6;106.4;0;0;;;;208.6;84.2;86.6;0;94.6;11.8
2338N4194645K;1698;1698;0;2483;55;2152;;;;4181;1753;2152;0;210;0
2338N3587160P;461.2;186.4;133.8;;;;;;;461.2;186.4;133.8;83.6;38.2;19.1
2238N3118665N;104.2;103.8;0.5;146.4;6.6;139.9;60.7;2;0;278.6;112.4;140.3;0;51;7.7
2238N2645217Z;493.8;329.2;107.1;;;;;;;493.8;329.2;107.1;0;36.6;20.9
2338N2612733Q;433;241;134;;;;;;;433;241;134;0;34;0
2338N0513901I;;;;;;;;;;;;;;;
"2 Rue du Muret""";;;;;;;;;;;;;;;
2238N2855386K;235;98.3;136.8;167.2;0;0;;;;293.8;98.3;136.8;0;140.8;26.4
2338N4066430B;415.6;217.4;198.3;79.9;14.3;0.8;;;;495.5;231.6;199.1;0;43.2;21.6
2238N0766217T;259;259;0;456;249;144;;;;715;508;144;0;46;0
2238N0772471H;383.9;383.9;0;154.8;0;0;;;;447.3;383.9;0;0;145.7;9.1
2138N0142662V;890.9;548;225.5;890.9;548;225.5;;;;890.9;548;225.5;0;78.3;39.2
2238N0164766A;169.7;51.6;118.1;152.7;0;0;;;;234.3;51.6;118.1;0;152.7;0
2338N1498605O;560;361;116;;;;;;;560;361;116;0;53;10
2238N1456888A;508.5;309;199.5;190.8;0;0;;;;582.3;309;199.5;0;190.8;0
2338N1036287C;437.2;194.9;242.2;262.2;35.1;5.1;;;;551.6;230;247.3;0;153.8;68.3
2238N1452665P;172.3;43.5;128.8;102.6;0;0;;;;288.1;43.5;128.8;0;96.9;5.7
2338N3714819O;451.7;280.2;171.5;153.9;0;0;;;;507.6;280.2;171.5;0;144.3;9.6
2338N4400132T;521.6;350.9;170.7;165.7;0;0;;;;580.4;350.9;170.7;0;156.5;9.2
2238N2090535B;614;449;165;151;67;3;;;;765;516;168;0;57;7
2438N0877911T;659;440;219;260;159;4;;;;919;599;223;0;70;0
2438N1562336U;653.4;348.4;261.5;653.4;348.4;261.5;;;;653.4;348.4;261.5;0;34.5;9.1
2238N1087901F;;;;;;;;;;;;;;;
ZAC DES 7 LAUX;;;;;;;;;;;;;;;
"SITE DE PRAPOUTEL""";;;;;;;1143736.8;;;;;;;;
2238N1219475T;406.8;212.8;194;265.6;0;0;;;;501;212.8;194;0;167.2;98.4
2238N1525695L;513;260;162;;;;;;;513;260;162;0;54;7
2138N0532010T;475.8;266.6;209.2;124.9;6.7;5.4;;;;538.6;273.3;214.6;0;112.8;0
2338N1952080X;444.9;279.6;165.3;166.2;0;0;;;;501.1;279.6;165.3;0;147.7;18.5
2238N1449161V;251.2;99.7;151.5;148.8;0;0;;;;399.8;99.7;151.5;0;140.5;8.3
2438N2100879Z;591.9;248.9;306.2;;;;;;;591.9;248.9;306.2;0;13.2;23.7
2438N1370045Z;296.8;52.1;119.9;;;;;;;304.2;52.1;119.8;0;106.1;18.7
2338N4363818B;773.2;510.3;166.2;773.2;510.3;166.2;;;;773.2;510.3;166.2;0;63.4;33.4
2138N0362637K;947;672;159;;;;;;;947;672;159;0;79;11
2438N0287490G;310;127;183;136.8;0;0;;;;352;127;183;0;128.2;8.5
2438N0004518S;500.4;220.7;218.1;;;;;;;500.4;220.7;218.1;0;41.1;20.5
2138N1042973E;1001.9;402.8;523.4;;;;;;;953;402.8;523.4;0;67.3;8.4
2438N2319062Q;232.7;232.7;0;45.5;1;4.9;;;;278.2;233.7;4.9;0;23.8;15.9
2438N3955002K;9614.5;5432.8;4181.6;1399.2;114.6;84.9;;;;11013.7;5547.4;4266.6;0;961.9;237.8
2238N2640311H;653.6;418.1;235.5;241.8;0;0;;;;742.2;418.1;235.5;0;241.8;0
2238N0446698O;613;438;108;;;;;;;613;438;108;0;48;3
2338N3871249C;227.3;139.7;87.6;297.3;109.8;1.1;;;;437.3;249.5;88.7;0;155.4;31.1
2138N0695979G;608;418;113;;;;;;;608;418;113;0;51;3
2238N0535737D;411;242.2;168.8;138.9;0;0;;;;468.9;242.2;168.8;0;130.2;8.7
2338N3999593K;529.4;329.5;199.8;231.8;0;0;;;;610;329.5;199.8;0;197;34.8
2238N0779132M;354;203.5;150.5;103.6;0;0;;;;395.4;203.6;150.5;0;97.2;6.5
2438N3956211X;584.7;320.5;176.2;;;;;;;584.7;320.5;176.2;12.2;46.5;29.4
2238N0449410W;522.2;286.9;235.3;219.9;0;0;;;;599.6;286.9;235.3;0;196.7;23.1
2238N3115575R;206.5;205.4;1.1;240.4;12.3;228.1;114.4;3.6;0;498.7;221.3;229.2;0;98.5;12.3
2238N2265203B;138.6;4;134.6;184.9;62.3;0;;;;255.5;66.3;134.6;0;93.1;29.4
2338N3247747G;479.7;296.9;182.8;198.4;0;0;;;;564.5;296.9;182.8;0;188;10.4
2338N0728527E;339.9;179.3;160.6;161.7;0;0;;;;400.6;179.3;160.6;0;152.2;9.5
2238N3100505B;818.7;563.8;0;299.4;56.2;243.2;;;;1118.1;620;243.2;0;86.1;168.8
2438N2152795T;243.9;102;141.9;134.1;0;0;;;;290.2;102;141.9;0;102.2;31.9
2238N3118762G;202.8;202;0.9;285;12.8;272.2;118.1;3.9;0;542.1;218.7;273.1;0;99.3;14.9
2238N0901129R;195;95.9;99.1;81.8;0;0;;;;225.8;95.9;99.1;0;61.3;20.4
2238N2184764G;501.9;335.3;119.3;;;;;;;501.9;335.3;119.3;0;35;12.3
2338N3520524R;428.4;260.4;168.1;76.3;7.5;4.6;;;;504.7;267.9;172.6;0;42;22.3
2238N0541884O;335.9;161;174.9;134.6;0;0;;;;384.2;161;174.9;0;134.6;0
2238N0773716E;497.8;256.3;241.5;262;0;0;;;;589.4;256.3;241.5;0;185.6;76.4
2238N0446447X;234.2;77;157.2;101.8;10.8;3.6;;;;273.9;87.8;160.8;0;87.4;0
2438N0717518U;832.7;433.9;193.2;;;;;;;832.7;433.9;193.2;0;77.3;128.2
2238N2069966Y;532;343.6;110.8;;;;;;;532;343.6;110.8;0;59.1;18.5
2438N0821113F;443.4;272.8;170.6;224.2;57.6;0;;;;559.5;330.4;170.6;0;149.1;17.5
2238N3118631F;167;166.1;0.9;211.7;10.1;201.6;98.8;2.8;0;422.6;179;202.5;0;85.8;10.1
2238N2697444S;479;296;101;;;;;;;479;296;101;0;52;3
2238N2490686M;410;264;92;;;;;;;410;264;92;0;34;2
2238N2849526A;309.3;164.7;144.6;107.4;3.4;4.3;;;;356.8;168.1;149;0;99.7;0
2238N1070803P;150.5;74;76.5;63.1;0;0;;;;174.3;74;76.5;0;47.3;15.8
2238N1721989F;893.6;489.4;293.4;;;;;;;893.6;489.4;293.4;0;61.4;49.4
2138N0755987G;342.2;105.4;192.8;342.2;105.4;192.8;;;;342.2;105.4;192.8;0;24.4;19.6
2138N0692292L;347.3;197.2;150.2;102.1;0;0;;;;384;197.2;150.2;0;82.7;19.5
2338N2564559U;376;221;98;;;;;;;376;221;98;0;39;3
2238N0773763Z;536.3;294.9;241.5;262;0;0;;;;628;294.9;241.5;0;185.6;76.4
2338N3917527A;848.4;653.9;194.4;236.7;0;0;;;;933.2;653.9;194.4;0;222.8;13.9
2438N0211204E;216.4;58.4;157.9;239.9;0;0;;;;400.6;58.4;157.9;0;194.2;45.7
2338N2372498V;373.4;203.2;170.2;137.4;27.5;0;;;;440.3;230.7;170.2;0;103.4;6.5
2338N0728544V;426;266.7;159.3;158.2;0;0;;;;485.4;266.7;159.3;0;148.9;9.3
2338N3115946Z;358.4;219.8;138.6;275.4;0;0;;;;447.8;219.8;138.6;0;165.2;110.2
2338N1844194L;383.7;140.9;242.8;42.4;2.9;4.7;;;;426.1;143.8;247.5;0;26.3;8.6
2238N0761054E;;;;;;;;;;;;;;;
"RUE DES ECOLES""";;;;;;;1334308.3;;;;;;;;
2338N0790926D;204.4;0;204.4;299;210.9;0;;;;446.6;210.9;204.4;0;68.5;19.6
2238N3022556A;;;;;;;;;;;;;;;
ILOT NORD;;;;;;;;;;;;;;;
LE GRAND PRE;;;;;;;;;;;;;;;
"ALLEE CHANTOURNES""";;;;;;;;;;;;;;;
2338N2133766V;6047;3710;2337;1949;1063;71;;;;7996;4773;2408;0;567;106
2238N0001596G;552.2;260.9;239;552.2;260.9;239;;;;552.2;260.9;239;0;38.1;14.3
2238N2849618O;256.4;123.9;132.5;94.5;2.2;3.4;;;;295.4;126.1;135.9;0;88.9;0
2238N1313741J;380.4;137.5;242.9;110.4;0;0;;;;419.5;137.5;242.9;0;98.1;12.3
2238N2074281X;507;334;114;;;;;;;507;334;114;0;41;2
2338N2465675O;202.7;0;202.7;238;148.3;0.7;;;;420.5;148.3;203.4;0;83.1;5.9
2338N0823621Q;478;308;105;;;;;;;478;308;105;0;47;5
2338N0875294B;563.1;92.6;387.2;;;;;;;509.3;92.6;387.2;0;83.2;0
2338N0972653Q;584.3;107.4;392;;;;;;;529.8;107.4;392;0;79.9;5
2238N0541897B;400.6;225.6;174.9;134.6;0;0;;;;448.8;225.6;174.9;0;134.6;0
2338N0884816H;318.6;177.3;141.3;107;0;0;;;;355.9;177.3;141.3;0;96.3;10.7
2238N0996092C;374.5;166.8;207.7;173.7;0;0;;;;434.4;166.8;207.7;0;140.6;33.1
2238N1314510Y;538.9;257.6;281.3;159.7;0;0;;;;595.5;257.6;281.3;0;142;17.7
2438N1299092A;555.4;252;139.3;;;;;;;442.5;252;139.3;0;164.1;0
2338N1963928P;133;0;0;;;;;;;48.2;0;0;0;133;0
2338N0856132B;430.6;294.8;135.8;231.1;38.4;43;;;;581.5;333.2;178.8;0;149.6;0
2338N2465643I;202.7;0;202.7;206.5;116.8;0.7;;;;389;116.8;203.4;0;83.1;5.9
2238N1912715V;365.2;183.5;181.7;175;0;0;;;;436.8;183.5;181.7;0;164.7;10.3
2438N4431132C;108.9;40.9;0;;;;;;;429.2;176.8;184.3;0;49.9;18.2
2138N0230891G;354.6;152.3;202.4;60.4;0;0;;;;427.1;152.3;202.4;0;48.3;12.1
2238N0519707P;345;120.5;86.5;;;;;;;249.5;120.5;86.5;0;103.5;34.5
2338N1844186D;339.9;110.5;229.4;37.8;2.2;4.4;;;;377.7;112.8;233.8;0;23.4;7.7
2238N1199029J;453.6;248.5;205.1;179.9;0;0;;;;580.8;248.5;205.1;0;179.9;0
2138N0929099K;430.4;430.4;0;427.1;0;198.7;;;;705.8;430.4;198.7;0;216.4;12
2238N3079723T;325.3;121.2;204.1;226.7;0;0;;;;404.8;121.2;204.1;0;122.8;103.9
2338N4259339Q;382;196;122;;;;;;;382;196;122;0;44;2
2338N3059069K;572;304;173;;;;;;;572;304;173;0;56;14
2238N1331208E;546.5;381.7;164.7;182.6;0;0;;;;620.1;381.7;164.8;0;182.6;0
2238N0757643Z;;;;;;;;;;;;;;;
"RUE DES ECOLES""";;;;;;;1243547.6;;;;;;;;
2338N2339250B;479.8;167.1;312.8;192.1;0;0;;;;546.1;167.1;312.8;0;170.7;21.3
2338N1088841K;809;463;244;;;;;;;809;463;244;0;64;38
